ID,Montant_du_pret,Prix_de_Vente,Localisation
130787,85600,185000,130
130788,120500,270000,130
130789,100700,199000,100
130790,86100,250000,120
130791,163350,335000,100
130792,62200,215000,100
130793,65900,235000,120
130794,84500,260000,100
130795,87750,200000,130
130796,102750,285000,100
130797,60950,219000,100
130798,130750,167000,100
130799,82650,285000,100
130800,45350,455000,100
130801,129650,285000,100
130802,115850,270000,100
130803,31100,299500,100
130804,119500,430000,121
130805,118850,220000,111
130806,101000,190000,100
130807,70550,240000,110
130808,52900,360000,110
130809,108950,260000,100
130810,86300,135000,100
130811,115800,237500,110
130812,41500,474000,110
130813,104100,238000,101
130814,78450,200000,111
130815,133250,155500,100
130816,89100,215000,100
130817,69150,282000,130
130818,102700,288500,100
130819,92400,250000,110
130820,94750,130000,100
130821,61650,260000,100
130822,111450,330000,120
130823,166300,359850,100
130824,74150,275000,130
130825,85400,545000,100
130826,90700,325000,100
130827,147950,545000,100
130828,103400,325000,100
130829,60900,265000,100
130830,44550,250000,100
130831,40700,498500,100
130832,114700,145000,100
130833,90100,280000,110
130834,114550,315000,120
130835,58400,368000,101
130836,73200,475000,110
130837,125000,325000,100
130838,117100,242500,110
130839,117200,200000,120
130840,51400,207000,100
130841,110900,105000,101
130842,109950,105000,101
130843,104200,105000,101
130844,53650,105000,101
130845,93400,200000,100
130846,73650,275000,130
130847,76650,305000,130
130848,69200,179000,130
130849,132200,275000,130
130850,94200,305000,130
130851,92850,370000,110
130852,40650,290000,130
130853,129150,273000,120
130854,53300,252500,100
130855,87500,290000,100
130856,72600,250000,120
130857,80750,300000,130
130858,79450,378000,100
130859,98800,750000,110
130860,94400,150000,100
130861,94900,260000,100
130862,109150,390000,100
130863,90200,143000,101
130864,75900,215000,100
130865,100400,328000,100
130866,81750,295000,100
130867,101500,295000,100
130868,98450,540000,110
130869,71500,140000,101
130870,83400,285000,100
130871,117750,275000,100
130872,95850,319000,100
130873,108250,211000,130
130874,76100,410000,100
130875,80100,323600,100
130876,97950,175000,130
130877,72900,320000,110
130878,105900,275000,100
130879,5400,350000,100
130880,68800,380000,110
130881,28250,425000,100
130882,61500,625000,100
130883,117500,455000,100
130884,74300,260000,101
130885,105100,425000,110
130886,93400,2095000,101
130887,44150,170000,100
130888,128200,180000,130
130889,104550,170000,100
130890,129850,137000,100
130891,95150,264000,130
130892,44150,98000,100
130893,112850,153000,100
130894,78000,355000,100
130895,75350,245000,130
130896,79550,222500,101
130897,82500,215000,120
130898,58600,240000,120
130899,89150,310000,100
130900,73850,103000,101
130901,86150,235000,100
130902,79150,190000,100
130903,62850,155000,130
130904,93050,235000,100
130905,66050,284500,120
130906,169350,164000,101
130907,53700,150000,100
130908,74800,290000,110
130909,109100,145000,130
130910,111050,156000,100
130911,89750,260000,110
130912,77600,150000,100
130913,95500,260000,120
130914,89150,193000,101
130915,80700,176000,100
130916,9250,275000,100
130917,83750,499250,100
130918,58050,410000,101
130919,55450,570000,100
130920,159050,153000,100
130921,118550,173900,100
130922,70050,165000,111
130923,42400,110000,100
130924,243750,200000,100
130925,66050,255000,100
130926,129150,162000,101
130927,69600,348500,100
130928,162750,197307,100
130929,118750,180000,100
130930,99150,315000,100
130931,92400,325000,100
130932,69550,145000,130
130933,60450,475000,110
130934,92800,132000,100
130935,130100,149000,100
130936,170500,340000,100
130937,112450,192500,100
130938,65100,300000,100
130939,102500,230000,100
130940,107150,245000,130
130941,143550,150000,100
130942,62150,285000,100
130943,87300,285000,100
130944,89000,146000,130
130945,92600,195000,100
130946,106050,182500,130
130947,67200,121000,100
130948,120650,190000,100
130949,77950,190000,100
130950,84300,140000,110
130951,92900,192000,100
130952,93650,125000,100
130953,79250,245000,100
130954,118850,440000,110
130955,113550,209000,101
130956,82900,220000,130
130957,213600,550000,100
130958,71800,231000,130
130959,93100,250000,120
130960,34250,250000,130
130961,103750,195000,100
130962,88850,1000000,110
130963,111950,175000,110
130964,109150,190000,100
130965,85600,185000,130
130966,120500,270000,130
130967,65900,235000,120
130968,45350,455000,100
130969,31100,299500,100
130970,70550,240000,110
130971,108950,260000,100
130972,86300,135000,100
130973,78450,200000,111
130974,89100,215000,100
130975,94750,130000,100
130976,111450,330000,120
130977,74150,275000,130
130978,85400,545000,100
130979,90700,325000,100
130980,103400,325000,100
130981,60900,265000,100
130982,114700,145000,100
130983,114550,315000,120
130984,73200,475000,110
130985,117100,242500,110
130986,53650,105000,101
130987,93400,200000,100
130988,73650,275000,130
130989,132200,275000,130
130990,94200,305000,130
130991,129150,273000,120
130992,53300,252500,100
130993,72600,250000,120
130994,80750,300000,130
130995,98800,750000,110
130996,94400,150000,100
130997,90200,143000,101
130998,100400,328000,100
130999,81750,295000,100
131000,95850,319000,100
131001,80100,323600,100
131002,72900,320000,110
131003,68800,380000,110
131004,74300,260000,101
131005,105100,425000,110
131006,44150,170000,100
131007,128200,180000,130
131008,72750,145000,100
131009,107600,145000,110
131010,104550,170000,100
131011,129850,137000,100
131012,73400,259000,100
131013,90850,280000,110
131014,95150,264000,130
131015,81500,170000,100
131016,89100,95000,101
131017,37050,575000,120
131018,59250,349900,130
131019,44150,98000,100
131020,112850,153000,100
131021,78000,355000,100
131022,74100,525000,100
131023,96300,355000,100
131024,73500,525000,100
131025,75350,245000,130
131026,81250,235000,100
131027,61400,950000,110
131028,33800,210000,120
131029,79550,222500,101
131030,82500,215000,120
131031,96900,240000,120
131032,101650,150000,100
131033,58600,240000,120
131034,89150,310000,100
131035,114200,185000,101
131036,73850,103000,101
131037,89250,650000,101
131038,84650,349000,100
131039,59150,170000,120
131040,44300,159900,100
131041,83900,165000,100
131042,86150,235000,100
131043,69150,254500,130
131044,93650,420000,111
131045,119500,125000,130
131046,79150,190000,100
131047,62850,155000,130
131048,93050,235000,100
131049,42150,500000,130
131050,66050,284500,120
131051,169350,164000,101
131052,46000,875000,100
131053,53150,125000,100
131054,69400,325000,100
131055,71950,275000,100
131056,57250,117000,100
131057,77750,125000,101
131058,53700,150000,100
131059,74800,290000,110
131060,49000,149900,101
131061,91000,273500,120
131062,104550,309534,110
131063,109100,145000,130
131064,111050,156000,100
131065,136450,600000,100
131066,89750,260000,110
131067,77600,150000,100
131068,95500,260000,120
131069,89150,193000,101
131070,101050,537500,100
131071,80700,176000,100
131072,76000,300000,100
131073,93100,185000,100
131074,9250,275000,100
131075,39650,1290000,110
131076,87900,161000,100
131077,83750,499250,100
131078,58050,410000,101
131079,78100,350000,110
131080,129200,200000,130
131081,55450,570000,100
131082,159050,153000,100
131083,118550,173900,100
131084,47650,222000,100
131085,77350,210000,100
131086,105950,135000,130
131087,70050,165000,111
131088,42400,110000,100
131089,86300,290000,100
131090,243750,200000,100
131091,90850,400000,110
131092,89800,229500,100
131093,66050,255000,100
131094,129150,162000,101
131095,164850,260000,130
131096,69600,348500,100
131097,79500,1060000,101
131098,61850,200000,130
131099,102950,258000,100
131100,72400,220000,100
131101,85500,565000,120
131102,162750,197307,100
131103,55150,160000,120
131104,118750,180000,100
131105,97200,300000,110
131106,99150,315000,100
131107,92400,325000,100
131108,88100,220000,100
131109,69550,145000,130
131110,60450,475000,110
131111,101550,299000,101
131112,92800,132000,100
131113,130100,149000,100
131114,170500,340000,100
131115,70600,443000,100
131116,92400,150876,100
131117,112450,192500,100
131118,66700,185000,100
131119,82250,235000,130
131120,97450,190000,130
131121,122300,355000,100
131122,105000,265000,100
131123,60200,185000,111
131124,65100,300000,100
131125,102500,230000,100
131126,127250,106300,130
131127,107150,245000,130
131128,143550,150000,100
131129,84500,258000,100
131130,62150,285000,100
131131,123150,330000,100
131132,104900,535000,100
131133,87300,285000,100
131134,89000,146000,130
131135,120950,395000,110
131136,73300,650000,110
131137,51450,350000,100
131138,122200,144000,100
131139,92600,195000,100
131140,122100,195000,100
131141,106050,182500,130
131142,101000,287500,100
131143,94050,500000,110
131144,110150,360000,110
131145,67200,121000,100
131146,80600,147000,100
131147,96800,190500,100
131148,60950,150000,110
131149,102200,75000,100
131150,120650,190000,100
131151,77950,190000,100
131152,73250,250000,110
131153,46650,165000,100
131154,96450,210000,100
131155,80400,270000,100
131156,84300,140000,110
131157,92550,104000,130
131158,100950,170000,100
131159,92900,192000,100
131160,93650,125000,100
131161,92000,131500,100
131162,79250,245000,100
131163,55750,185000,100
131164,145100,265000,100
131165,65750,281915,100
131166,66050,265000,100
131167,101850,281915,100
131168,66850,565000,100
131169,125200,385000,120
131170,118850,440000,110
131171,93850,675000,130
131172,113550,209000,101
131173,48500,110000,110
131174,82900,220000,130
131175,133500,350000,100
131176,101800,235000,100
131177,74450,582000,120
131178,53000,175000,130
131179,213600,550000,100
131180,43200,650000,391
131181,68450,400000,100
131182,93400,157500,131
131183,71800,231000,130
131184,93100,250000,120
131185,79950,345000,110
131186,48550,365000,110
131187,86450,345000,110
131188,179850,365000,110
131189,34250,250000,130
131190,103750,195000,100
131191,88850,1000000,110
131192,98200,905000,110
131193,111950,175000,110
131194,97200,140000,100
131195,89500,180000,100
131196,64850,180000,101
131197,56250,180000,100
131198,84100,170000,120
131199,133500,215000,100
131200,57200,275000,111
131201,99400,350000,120
131202,90650,330000,100
131203,93850,447000,100
131204,109150,190000,100
131205,86700,199000,100
131206,85600,185000,130
131207,120500,270000,130
131208,100700,199000,100
131209,86100,250000,120
131210,163350,335000,100
131211,62200,215000,100
131212,65900,235000,120
131213,84500,260000,100
131214,87750,200000,130
131215,102750,285000,100
131216,60950,219000,100
131217,130750,167000,100
131218,82650,285000,100
131219,45350,455000,100
131220,129650,285000,100
131221,115850,270000,100
131222,31100,299500,100
131223,119500,430000,121
131224,118850,220000,111
131225,101000,190000,100
131226,70550,240000,110
131227,52900,360000,110
131228,108950,260000,100
131229,86300,135000,100
131230,115800,237500,110
131231,41500,474000,110
131232,104100,238000,101
131233,78450,200000,111
131234,133250,155500,100
131235,89100,215000,100
131236,69150,282000,130
131237,102700,288500,100
131238,92400,250000,110
131239,94750,130000,100
131240,61650,260000,100
131241,111450,330000,120
131242,166300,359850,100
131243,74150,275000,130
131244,85400,545000,100
131245,90700,325000,100
131246,147950,545000,100
131247,103400,325000,100
131248,60900,265000,100
131249,44550,250000,100
131250,40700,498500,100
131251,114700,145000,100
131252,90100,280000,110
131253,114550,315000,120
131254,58400,368000,101
131255,73200,475000,110
131256,125000,325000,100
131257,117100,242500,110
131258,117200,200000,120
131259,51400,207000,100
131260,110900,105000,101
131261,109950,105000,101
131262,104200,105000,101
131263,53650,105000,101
131264,93400,200000,100
131265,73650,275000,130
131266,76650,305000,130
131267,69200,179000,130
131268,132200,275000,130
131269,94200,305000,130
131270,92850,370000,110
131271,40650,290000,130
131272,129150,273000,120
131273,53300,252500,100
131274,87500,290000,100
131275,72600,250000,120
131276,80750,300000,130
131277,79450,378000,100
131278,98800,750000,110
131279,94400,150000,100
131280,94900,260000,100
131281,109150,390000,100
131282,90200,143000,101
131283,75900,215000,100
131284,100400,328000,100
131285,81750,295000,100
131286,101500,295000,100
131287,98450,540000,110
131288,71500,140000,101
131289,83400,285000,100
131290,117750,275000,100
131291,95850,319000,100
131292,108250,211000,130
131293,76100,410000,100
131294,80100,323600,100
131295,97950,175000,130
131296,72900,320000,110
